,name,type,count,amount,year,quarter,state,quarter_year
2228,Recharge & bill payments,TOTAL,592431,425206924.5,2022,3,dadra-&-nagar-haveli-&-daman-&-diu,Q3 2022
2229,Financial Services,TOTAL,2237,3194409.94,2022,3,dadra-&-nagar-haveli-&-daman-&-diu,Q3 2022
2230,Others,TOTAL,7056,3729425.463,2022,3,dadra-&-nagar-haveli-&-daman-&-diu,Q3 2022
2231,Merchant payments,TOTAL,4415771,1889046056,2022,4,dadra-&-nagar-haveli-&-daman-&-diu,Q4 2022
2232,Peer-to-peer payments,TOTAL,2215052,5737539058,2022,4,dadra-&-nagar-haveli-&-daman-&-diu,Q4 2022
2233,Recharge & bill payments,TOTAL,548795,426040023.1,2022,4,dadra-&-nagar-haveli-&-daman-&-diu,Q4 2022
2234,Financial Services,TOTAL,2495,3169199.263,2022,4,dadra-&-nagar-haveli-&-daman-&-diu,Q4 2022
2235,Others,TOTAL,7472,3846409.106,2022,4,dadra-&-nagar-haveli-&-daman-&-diu,Q4 2022
2236,Peer-to-peer payments,TOTAL,22076,139715922.2,2019,1,ladakh,Q1 2019
2237,Recharge & bill payments,TOTAL,20014,7186109.182,2019,1,ladakh,Q1 2019
2238,Merchant payments,TOTAL,3238,4967122.5,2019,1,ladakh,Q1 2019
2239,Financial Services,TOTAL,114,111851.0286,2019,1,ladakh,Q1 2019
2240,Others,TOTAL,703,878916.0496,2019,1,ladakh,Q1 2019
2241,Peer-to-peer payments,TOTAL,34202,240305709.9,2019,2,ladakh,Q2 2019
2242,Recharge & bill payments,TOTAL,25357,10116773.37,2019,2,ladakh,Q2 2019
2243,Merchant payments,TOTAL,8220,7726519.368,2019,2,ladakh,Q2 2019
2244,Financial Services,TOTAL,86,113767.0977,2019,2,ladakh,Q2 2019
2245,Others,TOTAL,907,992737.2376,2019,2,ladakh,Q2 2019
2246,Peer-to-peer payments,TOTAL,43198,303596367.7,2019,3,ladakh,Q3 2019
2247,Recharge & bill payments,TOTAL,41491,18054746.12,2019,3,ladakh,Q3 2019
2248,Merchant payments,TOTAL,6963,8096082.971,2019,3,ladakh,Q3 2019
2249,Financial Services,TOTAL,48,148633.2947,2019,3,ladakh,Q3 2019
2250,Others,TOTAL,696,1233697.127,2019,3,ladakh,Q3 2019
2251,Peer-to-peer payments,TOTAL,42095,298044908.5,2019,4,ladakh,Q4 2019
2252,Recharge & bill payments,TOTAL,35467,16510212.1,2019,4,ladakh,Q4 2019
2253,Merchant payments,TOTAL,6522,8717893.9,2019,4,ladakh,Q4 2019
2254,Financial Services,TOTAL,46,162760.6325,2019,4,ladakh,Q4 2019
2255,Others,TOTAL,576,1253584.887,2019,4,ladakh,Q4 2019
2256,Peer-to-peer payments,TOTAL,51560,339551900.4,2020,1,ladakh,Q1 2020
2257,Recharge & bill payments,TOTAL,49801,23010664.72,2020,1,ladakh,Q1 2020
2258,Merchant payments,TOTAL,14264,13338124.27,2020,1,ladakh,Q1 2020
2259,Financial Services,TOTAL,204,583108.9455,2020,1,ladakh,Q1 2020
2260,Others,TOTAL,590,1155879.121,2020,1,ladakh,Q1 2020
2261,Recharge & bill payments,TOTAL,70601,32087339.27,2020,2,ladakh,Q2 2020
2262,Peer-to-peer payments,TOTAL,68450,470749365.1,2020,2,ladakh,Q2 2020
2263,Merchant payments,TOTAL,15132,19679330.19,2020,2,ladakh,Q2 2020
2264,Financial Services,TOTAL,337,786069.1631,2020,2,ladakh,Q2 2020
2265,Others,TOTAL,490,490894.9382,2020,2,ladakh,Q2 2020
2266,Peer-to-peer payments,TOTAL,108345,751333715.3,2020,3,ladakh,Q3 2020
2267,Recharge & bill payments,TOTAL,81623,40380074.55,2020,3,ladakh,Q3 2020
2268,Merchant payments,TOTAL,36861,40538778.76,2020,3,ladakh,Q3 2020
2269,Financial Services,TOTAL,621,2334917.783,2020,3,ladakh,Q3 2020
2270,Others,TOTAL,772,900013.6787,2020,3,ladakh,Q3 2020
2271,Peer-to-peer payments,TOTAL,151582,985814864.3,2020,4,ladakh,Q4 2020
2272,Recharge & bill payments,TOTAL,94133,44185250.86,2020,4,ladakh,Q4 2020
2273,Merchant payments,TOTAL,83868,77511378.31,2020,4,ladakh,Q4 2020
2274,Financial Services,TOTAL,729,1965054.59,2020,4,ladakh,Q4 2020
2275,Others,TOTAL,1822,2486922.404,2020,4,ladakh,Q4 2020
2276,Peer-to-peer payments,TOTAL,141894,869999786.2,2021,1,ladakh,Q1 2021
2277,Recharge & bill payments,TOTAL,72719,35459532.41,2021,1,ladakh,Q1 2021
2278,Merchant payments,TOTAL,58875,74977913.47,2021,1,ladakh,Q1 2021
2279,Financial Services,TOTAL,629,1455016.148,2021,1,ladakh,Q1 2021
2280,Others,TOTAL,1298,1527565.063,2021,1,ladakh,Q1 2021
2281,Peer-to-peer payments,TOTAL,209818,1259044412,2021,2,ladakh,Q2 2021
2282,Recharge & bill payments,TOTAL,95458,44754721.83,2021,2,ladakh,Q2 2021
2283,Merchant payments,TOTAL,92078,119608470,2021,2,ladakh,Q2 2021
2284,Financial Services,TOTAL,755,1756762.147,2021,2,ladakh,Q2 2021
2285,Others,TOTAL,1607,2094729.018,2021,2,ladakh,Q2 2021
2286,Peer-to-peer payments,TOTAL,330919,1917311078,2021,3,ladakh,Q3 2021
2287,Merchant payments,TOTAL,135108,233260756.5,2021,3,ladakh,Q3 2021
2288,Recharge & bill payments,TOTAL,121856,58750081.82,2021,3,ladakh,Q3 2021
2289,Financial Services,TOTAL,900,1911625.545,2021,3,ladakh,Q3 2021
2290,Others,TOTAL,2204,2751201.937,2021,3,ladakh,Q3 2021
2291,Peer-to-peer payments,TOTAL,337120,1804428550,2021,4,ladakh,Q4 2021
2292,Merchant payments,TOTAL,169110,284786365.9,2021,4,ladakh,Q4 2021
2293,Recharge & bill payments,TOTAL,120607,58403893.47,2021,4,ladakh,Q4 2021
2294,Financial Services,TOTAL,912,3068708.947,2021,4,ladakh,Q4 2021
2295,Others,TOTAL,2438,2847620.243,2021,4,ladakh,Q4 2021
2296,Peer-to-peer payments,TOTAL,343041,1685241981,2022,1,ladakh,Q1 2022
2297,Merchant payments,TOTAL,167100,279354509,2022,1,ladakh,Q1 2022
2298,Recharge & bill payments,TOTAL,116486,56203999.29,2022,1,ladakh,Q1 2022
2299,Financial Services,TOTAL,1247,2023327.678,2022,1,ladakh,Q1 2022
2300,Others,TOTAL,2141,2217102.222,2022,1,ladakh,Q1 2022
2301,Peer-to-peer payments,TOTAL,608870,2941624382,2022,2,ladakh,Q2 2022
2302,Merchant payments,TOTAL,346146,508439376.7,2022,2,ladakh,Q2 2022
2303,Recharge & bill payments,TOTAL,158996,88531677.99,2022,2,ladakh,Q2 2022
2304,Financial Services,TOTAL,1585,2487560.185,2022,2,ladakh,Q2 2022
2305,Others,TOTAL,2476,2235180.858,2022,2,ladakh,Q2 2022
2306,Peer-to-peer payments,TOTAL,659896,2955729492,2022,3,ladakh,Q3 2022
2307,Merchant payments,TOTAL,367022,551472983.9,2022,3,ladakh,Q3 2022
2308,Recharge & bill payments,TOTAL,160269,94288872.35,2022,3,ladakh,Q3 2022
2309,Financial Services,TOTAL,1555,1815866.896,2022,3,ladakh,Q3 2022
2310,Others,TOTAL,2116,1892134.752,2022,3,ladakh,Q3 2022
2311,Peer-to-peer payments,TOTAL,559259,2350047972,2022,4,ladakh,Q4 2022
2312,Merchant payments,TOTAL,382456,462189599.3,2022,4,ladakh,Q4 2022
2313,Recharge & bill payments,TOTAL,138793,79767790.99,2022,4,ladakh,Q4 2022
2314,Financial Services,TOTAL,1248,1198715.212,2022,4,ladakh,Q4 2022
2315,Others,TOTAL,1616,1273495.593,2022,4,ladakh,Q4 2022
2316,Recharge & bill payments,TOTAL,1993220,400281677.9,2019,1,assam,Q1 2019
2317,Peer-to-peer payments,TOTAL,1976310,7291433301,2019,1,assam,Q1 2019
2318,Merchant payments,TOTAL,494871,266644645.7,2019,1,assam,Q1 2019
2319,Financial Services,TOTAL,20162,4612454.113,2019,1,assam,Q1 2019
2320,Others,TOTAL,48442,39127457.94,2019,1,assam,Q1 2019
2321,Recharge & bill payments,TOTAL,2512932,539315772.9,2019,2,assam,Q2 2019
2322,Peer-to-peer payments,TOTAL,2293770,10035232821,2019,2,assam,Q2 2019
2323,Merchant payments,TOTAL,573646,326844709.6,2019,2,assam,Q2 2019
2324,Financial Services,TOTAL,13654,4037222.414,2019,2,assam,Q2 2019
2325,Others,TOTAL,60927,49538663.41,2019,2,assam,Q2 2019
2326,Peer-to-peer payments,TOTAL,2713539,11835800855,2019,3,assam,Q3 2019
2327,Recharge & bill payments,TOTAL,2645302,639885372.7,2019,3,assam,Q3 2019
2328,Merchant payments,TOTAL,513728,421380275.4,2019,3,assam,Q3 2019
2329,Financial Services,TOTAL,8606,6403456.345,2019,3,assam,Q3 2019
2330,Others,TOTAL,61396,46973660.74,2019,3,assam,Q3 2019
2331,Peer-to-peer payments,TOTAL,3222143,14083346879,2019,4,assam,Q4 2019
2332,Recharge & bill payments,TOTAL,2937800,704118874,2019,4,assam,Q4 2019
2333,Merchant payments,TOTAL,544053,456318130.1,2019,4,assam,Q4 2019
2334,Financial Services,TOTAL,9621,3492255.086,2019,4,assam,Q4 2019
2335,Others,TOTAL,46893,34707757.01,2019,4,assam,Q4 2019
2336,Peer-to-peer payments,TOTAL,4058740,18977446152,2020,1,assam,Q1 2020
2337,Recharge & bill payments,TOTAL,3897975,971722606.2,2020,1,assam,Q1 2020
2338,Merchant payments,TOTAL,792646,675423853,2020,1,assam,Q1 2020
2339,Financial Services,TOTAL,10173,7054325.508,2020,1,assam,Q1 2020
2340,Others,TOTAL,49326,36781411.34,2020,1,assam,Q1 2020
2341,Recharge & bill payments,TOTAL,6045321,1612522829,2020,2,assam,Q2 2020
2342,Peer-to-peer payments,TOTAL,3648386,17358374071,2020,2,assam,Q2 2020
2343,Merchant payments,TOTAL,742400,749018053.2,2020,2,assam,Q2 2020
2344,Financial Services,TOTAL,19814,18130004.69,2020,2,assam,Q2 2020
2345,Others,TOTAL,49278,28255168.01,2020,2,assam,Q2 2020
2346,Peer-to-peer payments,TOTAL,5637893,26646565777,2020,3,assam,Q3 2020
2347,Recharge & bill payments,TOTAL,5292154,1627282416,2020,3,assam,Q3 2020
2348,Merchant payments,TOTAL,1383230,1492484153,2020,3,assam,Q3 2020
2349,Financial Services,TOTAL,24954,28452966.03,2020,3,assam,Q3 2020
2350,Others,TOTAL,59480,36605946.75,2020,3,assam,Q3 2020
2351,Peer-to-peer payments,TOTAL,7538478,36013292451,2020,4,assam,Q4 2020
2352,Recharge & bill payments,TOTAL,5383505,1662189124,2020,4,assam,Q4 2020
2353,Merchant payments,TOTAL,2392184,2466913306,2020,4,assam,Q4 2020
2354,Financial Services,TOTAL,29764,32314809.98,2020,4,assam,Q4 2020
2355,Others,TOTAL,79523,51901628.47,2020,4,assam,Q4 2020
2356,Peer-to-peer payments,TOTAL,9449096,45476079487,2021,1,assam,Q1 2021
2357,Recharge & bill payments,TOTAL,6494111,2103017762,2021,1,assam,Q1 2021
2358,Merchant payments,TOTAL,3459132,3657261586,2021,1,assam,Q1 2021
2359,Financial Services,TOTAL,34049,41291047.38,2021,1,assam,Q1 2021
2360,Others,TOTAL,75672,48814663.89,2021,1,assam,Q1 2021
2361,Peer-to-peer payments,TOTAL,11668399,51521387891,2021,2,assam,Q2 2021
2362,Recharge & bill payments,TOTAL,9058005,2657676415,2021,2,assam,Q2 2021
2363,Merchant payments,TOTAL,4562669,4914753140,2021,2,assam,Q2 2021
2364,Financial Services,TOTAL,49671,46106001.5,2021,2,assam,Q2 2021
2365,Others,TOTAL,94161,52549929.27,2021,2,assam,Q2 2021
2366,Peer-to-peer payments,TOTAL,15617592,64131823895,2021,3,assam,Q3 2021
2367,Recharge & bill payments,TOTAL,10284267,3248364164,2021,3,assam,Q3 2021
2368,Merchant payments,TOTAL,7431371,8208706348,2021,3,assam,Q3 2021
2369,Financial Services,TOTAL,39479,43889820.5,2021,3,assam,Q3 2021
2370,Others,TOTAL,131732,67715045.34,2021,3,assam,Q3 2021
2371,Peer-to-peer payments,TOTAL,21393962,86801625127,2021,4,assam,Q4 2021
2372,Merchant payments,TOTAL,12895755,13378765006,2021,4,assam,Q4 2021
2373,Recharge & bill payments,TOTAL,11484376,3842004488,2021,4,assam,Q4 2021
2374,Financial Services,TOTAL,60724,65456475.83,2021,4,assam,Q4 2021
2375,Others,TOTAL,185544,97116796.58,2021,4,assam,Q4 2021
2376,Peer-to-peer payments,TOTAL,27156085,1.09E+11,2022,1,assam,Q1 2022
2377,Merchant payments,TOTAL,19011883,18833132506,2022,1,assam,Q1 2022
2378,Recharge & bill payments,TOTAL,12474674,4424035840,2022,1,assam,Q1 2022
2379,Financial Services,TOTAL,68432,73257991.39,2022,1,assam,Q1 2022
2380,Others,TOTAL,178812,94659207.47,2022,1,assam,Q1 2022
2381,Peer-to-peer payments,TOTAL,33879530,1.24E+11,2022,2,assam,Q2 2022
2382,Merchant payments,TOTAL,28377534,24333260090,2022,2,assam,Q2 2022
2383,Recharge & bill payments,TOTAL,13858113,4814695680,2022,2,assam,Q2 2022
2384,Financial Services,TOTAL,50785,55549153.74,2022,2,assam,Q2 2022
2385,Others,TOTAL,168763,77624058.02,2022,2,assam,Q2 2022
2386,Peer-to-peer payments,TOTAL,37000266,1.27E+11,2022,3,assam,Q3 2022
2387,Merchant payments,TOTAL,34935460,28789992307,2022,3,assam,Q3 2022
2388,Recharge & bill payments,TOTAL,13974568,5295136932,2022,3,assam,Q3 2022
2389,Financial Services,TOTAL,65066,62882386.46,2022,3,assam,Q3 2022
2390,Others,TOTAL,138451,76363577.27,2022,3,assam,Q3 2022
2391,Peer-to-peer payments,TOTAL,44828832,1.51E+11,2022,4,assam,Q4 2022
2392,Merchant payments,TOTAL,43605784,36033810142,2022,4,assam,Q4 2022
2393,Recharge & bill payments,TOTAL,15344794,5773980885,2022,4,assam,Q4 2022
2394,Financial Services,TOTAL,74414,75960367.92,2022,4,assam,Q4 2022
2395,Others,TOTAL,127443,76370123.6,2022,4,assam,Q4 2022
2396,Recharge & bill payments,TOTAL,98817,23006751.8,2019,1,meghalaya,Q1 2019
2397,Peer-to-peer payments,TOTAL,90694,358932132.1,2019,1,meghalaya,Q1 2019
2398,Merchant payments,TOTAL,16073,14297275.23,2019,1,meghalaya,Q1 2019
2399,Financial Services,TOTAL,659,62335.06475,2019,1,meghalaya,Q1 2019
2400,Others,TOTAL,2498,2738667.958,2019,1,meghalaya,Q1 2019
2401,Recharge & bill payments,TOTAL,108812,27248605.43,2019,2,meghalaya,Q2 2019
2402,Peer-to-peer payments,TOTAL,97407,446537199.2,2019,2,meghalaya,Q2 2019
2403,Merchant payments,TOTAL,22588,15600927.01,2019,2,meghalaya,Q2 2019
2404,Financial Services,TOTAL,460,106800.7531,2019,2,meghalaya,Q2 2019
2405,Others,TOTAL,3019,3437756.745,2019,2,meghalaya,Q2 2019
2406,Recharge & bill payments,TOTAL,155949,38916251.42,2019,3,meghalaya,Q3 2019
2407,Peer-to-peer payments,TOTAL,116168,546221812.7,2019,3,meghalaya,Q3 2019
2408,Merchant payments,TOTAL,31201,23461321.89,2019,3,meghalaya,Q3 2019
2409,Financial Services,TOTAL,421,584192.9488,2019,3,meghalaya,Q3 2019
2410,Others,TOTAL,2811,3035023.204,2019,3,meghalaya,Q3 2019
2411,Recharge & bill payments,TOTAL,175084,43611775.03,2019,4,meghalaya,Q4 2019
2412,Peer-to-peer payments,TOTAL,163734,670870023.4,2019,4,meghalaya,Q4 2019
2413,Merchant payments,TOTAL,24430,25344714.51,2019,4,meghalaya,Q4 2019
2414,Financial Services,TOTAL,382,124511.6361,2019,4,meghalaya,Q4 2019
2415,Others,TOTAL,2351,2485447.193,2019,4,meghalaya,Q4 2019
2416,Recharge & bill payments,TOTAL,226214,59666071.22,2020,1,meghalaya,Q1 2020
2417,Peer-to-peer payments,TOTAL,216022,1013733312,2020,1,meghalaya,Q1 2020
2418,Merchant payments,TOTAL,57245,44125206.35,2020,1,meghalaya,Q1 2020
2419,Financial Services,TOTAL,473,402779.8903,2020,1,meghalaya,Q1 2020
2420,Others,TOTAL,2329,2207471.061,2020,1,meghalaya,Q1 2020
2421,Recharge & bill payments,TOTAL,382662,100570200.3,2020,2,meghalaya,Q2 2020
2422,Peer-to-peer payments,TOTAL,202270,998750895.9,2020,2,meghalaya,Q2 2020
2423,Merchant payments,TOTAL,46014,48980521.42,2020,2,meghalaya,Q2 2020
2424,Financial Services,TOTAL,1186,2944583.115,2020,2,meghalaya,Q2 2020
2425,Others,TOTAL,3263,2488953.644,2020,2,meghalaya,Q2 2020
2426,Recharge & bill payments,TOTAL,342484,97662913.13,2020,3,meghalaya,Q3 2020
2427,Peer-to-peer payments,TOTAL,194448,1065012682,2020,3,meghalaya,Q3 2020
2428,Merchant payments,TOTAL,55595,67511647.13,2020,3,meghalaya,Q3 2020
2429,Financial Services,TOTAL,1587,4049966.813,2020,3,meghalaya,Q3 2020
2430,Others,TOTAL,3465,2821792.588,2020,3,meghalaya,Q3 2020
2431,Recharge & bill payments,TOTAL,350006,102794647.8,2020,4,meghalaya,Q4 2020
2432,Peer-to-peer payments,TOTAL,286252,1579858348,2020,4,meghalaya,Q4 2020
2433,Merchant payments,TOTAL,111471,115136797.6,2020,4,meghalaya,Q4 2020
2434,Financial Services,TOTAL,1809,2774557.112,2020,4,meghalaya,Q4 2020
2435,Others,TOTAL,4470,3678221.666,2020,4,meghalaya,Q4 2020
2436,Peer-to-peer payments,TOTAL,326993,1794745857,2021,1,meghalaya,Q1 2021
2437,Recharge & bill payments,TOTAL,306634,106098525.7,2021,1,meghalaya,Q1 2021
2438,Merchant payments,TOTAL,108805,147747773,2021,1,meghalaya,Q1 2021
2439,Financial Services,TOTAL,1777,3981898.046,2021,1,meghalaya,Q1 2021
2440,Others,TOTAL,3437,2941223.95,2021,1,meghalaya,Q1 2021
2441,Recharge & bill payments,TOTAL,389959,129031455.7,2021,2,meghalaya,Q2 2021
2442,Peer-to-peer payments,TOTAL,366411,1885041504,2021,2,meghalaya,Q2 2021
2443,Merchant payments,TOTAL,147406,173894963,2021,2,meghalaya,Q2 2021
2444,Financial Services,TOTAL,1766,2306496.855,2021,2,meghalaya,Q2 2021
2445,Others,TOTAL,4052,3342835.527,2021,2,meghalaya,Q2 2021
2446,Peer-to-peer payments,TOTAL,473274,2348008593,2021,3,meghalaya,Q3 2021
2447,Recharge & bill payments,TOTAL,418429,144363692.8,2021,3,meghalaya,Q3 2021
2448,Merchant payments,TOTAL,199427,270311210.9,2021,3,meghalaya,Q3 2021
2449,Financial Services,TOTAL,1556,2379067.115,2021,3,meghalaya,Q3 2021
2450,Others,TOTAL,5045,3937887.554,2021,3,meghalaya,Q3 2021
2451,Peer-to-peer payments,TOTAL,669693,3233210262,2021,4,meghalaya,Q4 2021
2452,Recharge & bill payments,TOTAL,447310,165277548.5,2021,4,meghalaya,Q4 2021
2453,Merchant payments,TOTAL,314445,442464385,2021,4,meghalaya,Q4 2021
2454,Financial Services,TOTAL,1989,2464327.924,2021,4,meghalaya,Q4 2021
2455,Others,TOTAL,6756,5348877.037,2021,4,meghalaya,Q4 2021
2456,Peer-to-peer payments,TOTAL,801009,3899172009,2022,1,meghalaya,Q1 2022
2457,Recharge & bill payments,TOTAL,459530,192026788.6,2022,1,meghalaya,Q1 2022
2458,Merchant payments,TOTAL,405859,563004043.9,2022,1,meghalaya,Q1 2022
2459,Financial Services,TOTAL,2134,3019251.86,2022,1,meghalaya,Q1 2022
2460,Others,TOTAL,6218,5116238.236,2022,1,meghalaya,Q1 2022
2461,Peer-to-peer payments,TOTAL,977816,4359000096,2022,2,meghalaya,Q2 2022
2462,Merchant payments,TOTAL,591364,714995836.6,2022,2,meghalaya,Q2 2022
2463,Recharge & bill payments,TOTAL,467745,200896879.7,2022,2,meghalaya,Q2 2022
2464,Financial Services,TOTAL,1880,2406087.095,2022,2,meghalaya,Q2 2022
2465,Others,TOTAL,5844,4192522.345,2022,2,meghalaya,Q2 2022
2466,Peer-to-peer payments,TOTAL,2050942,7796315454,2022,3,meghalaya,Q3 2022
2467,Merchant payments,TOTAL,1486098,1468318733,2022,3,meghalaya,Q3 2022
2468,Recharge & bill payments,TOTAL,810017,330230375.9,2022,3,meghalaya,Q3 2022
2469,Financial Services,TOTAL,3504,3106775.386,2022,3,meghalaya,Q3 2022
2470,Others,TOTAL,8604,5329459.166,2022,3,meghalaya,Q3 2022
2471,Peer-to-peer payments,TOTAL,1901671,7328913724,2022,4,meghalaya,Q4 2022
2472,Merchant payments,TOTAL,1334431,1381013597,2022,4,meghalaya,Q4 2022
2473,Recharge & bill payments,TOTAL,685678,278377945.4,2022,4,meghalaya,Q4 2022
2474,Financial Services,TOTAL,3544,3564357.12,2022,4,meghalaya,Q4 2022
2475,Others,TOTAL,7124,4671532.631,2022,4,meghalaya,Q4 2022
2476,Peer-to-peer payments,TOTAL,3499130,6512361464,2019,1,uttarakhand,Q1 2019
2477,Recharge & bill payments,TOTAL,1590269,394631055.7,2019,1,uttarakhand,Q1 2019
2478,Merchant payments,TOTAL,372290,226281078.8,2019,1,uttarakhand,Q1 2019
2479,Financial Services,TOTAL,28784,3951610.305,2019,1,uttarakhand,Q1 2019
2480,Others,TOTAL,55528,46303966.01,2019,1,uttarakhand,Q1 2019
2481,Peer-to-peer payments,TOTAL,2383662,7752954671,2019,2,uttarakhand,Q2 2019
2482,Recharge & bill payments,TOTAL,1616176,454962951.9,2019,2,uttarakhand,Q2 2019
2483,Merchant payments,TOTAL,721858,323876953.4,2019,2,uttarakhand,Q2 2019
2484,Financial Services,TOTAL,21852,2550386.477,2019,2,uttarakhand,Q2 2019
2485,Others,TOTAL,69727,54187888.54,2019,2,uttarakhand,Q2 2019
2486,Peer-to-peer payments,TOTAL,2313544,8512622076,2019,3,uttarakhand,Q3 2019
2487,Recharge & bill payments,TOTAL,2201606,683772297,2019,3,uttarakhand,Q3 2019
2488,Merchant payments,TOTAL,1121052,480794827.1,2019,3,uttarakhand,Q3 2019
2489,Financial Services,TOTAL,12119,4570326.192,2019,3,uttarakhand,Q3 2019
2490,Others,TOTAL,62155,47272543.29,2019,3,uttarakhand,Q3 2019
2491,Peer-to-peer payments,TOTAL,3210116,11020339547,2019,4,uttarakhand,Q4 2019
2492,Recharge & bill payments,TOTAL,2547173,817728111.5,2019,4,uttarakhand,Q4 2019
2493,Merchant payments,TOTAL,1542944,701746516.9,2019,4,uttarakhand,Q4 2019
2494,Financial Services,TOTAL,11585,3555524.377,2019,4,uttarakhand,Q4 2019
2495,Others,TOTAL,50298,30336605.84,2019,4,uttarakhand,Q4 2019
2496,Peer-to-peer payments,TOTAL,3792776,13999676597,2020,1,uttarakhand,Q1 2020
2497,Recharge & bill payments,TOTAL,2990764,1028598924,2020,1,uttarakhand,Q1 2020
2498,Merchant payments,TOTAL,2289657,1094245197,2020,1,uttarakhand,Q1 2020
2499,Financial Services,TOTAL,10246,8180881.809,2020,1,uttarakhand,Q1 2020
2500,Others,TOTAL,48341,27378658.63,2020,1,uttarakhand,Q1 2020
2501,Recharge & bill payments,TOTAL,3755695,1303523585,2020,2,uttarakhand,Q2 2020
2502,Peer-to-peer payments,TOTAL,3656029,13572964170,2020,2,uttarakhand,Q2 2020
2503,Merchant payments,TOTAL,1587042,1181497493,2020,2,uttarakhand,Q2 2020
2504,Financial Services,TOTAL,15023,17612288.06,2020,2,uttarakhand,Q2 2020
2505,Others,TOTAL,33981,18590166.38,2020,2,uttarakhand,Q2 2020
2506,Peer-to-peer payments,TOTAL,4836512,18377468807,2020,3,uttarakhand,Q3 2020
2507,Recharge & bill payments,TOTAL,3751993,1509373288,2020,3,uttarakhand,Q3 2020
2508,Merchant payments,TOTAL,3164623,2166776520,2020,3,uttarakhand,Q3 2020
2509,Financial Services,TOTAL,20455,26449980.58,2020,3,uttarakhand,Q3 2020
2510,Others,TOTAL,45352,23442372.42,2020,3,uttarakhand,Q3 2020
2511,Peer-to-peer payments,TOTAL,6748183,25748737002,2020,4,uttarakhand,Q4 2020
2512,Merchant payments,TOTAL,6629201,4274032857,2020,4,uttarakhand,Q4 2020
2513,Recharge & bill payments,TOTAL,4140391,1697819951,2020,4,uttarakhand,Q4 2020
2514,Financial Services,TOTAL,27120,29791064.76,2020,4,uttarakhand,Q4 2020
2515,Others,TOTAL,68376,42358455.01,2020,4,uttarakhand,Q4 2020
2516,Merchant payments,TOTAL,8393767,5283142247,2021,1,uttarakhand,Q1 2021
2517,Peer-to-peer payments,TOTAL,7981710,29202365443,2021,1,uttarakhand,Q1 2021
2518,Recharge & bill payments,TOTAL,4146569,1727960484,2021,1,uttarakhand,Q1 2021
2519,Financial Services,TOTAL,30208,38400864,2021,1,uttarakhand,Q1 2021
2520,Others,TOTAL,56148,36320362.17,2021,1,uttarakhand,Q1 2021
2521,Peer-to-peer payments,TOTAL,9374939,32674145244,2021,2,uttarakhand,Q2 2021
2522,Merchant payments,TOTAL,9134389,6257528832,2021,2,uttarakhand,Q2 2021
2523,Recharge & bill payments,TOTAL,5388285,1979824049,2021,2,uttarakhand,Q2 2021
2524,Financial Services,TOTAL,31497,35404991.87,2021,2,uttarakhand,Q2 2021
2525,Others,TOTAL,71322,43914757.7,2021,2,uttarakhand,Q2 2021
2526,Merchant payments,TOTAL,13673085,9001414756,2021,3,uttarakhand,Q3 2021
2527,Peer-to-peer payments,TOTAL,11867174,39256650720,2021,3,uttarakhand,Q3 2021
2528,Recharge & bill payments,TOTAL,5388011,2182554095,2021,3,uttarakhand,Q3 2021
2529,Financial Services,TOTAL,27839,38013969.98,2021,3,uttarakhand,Q3 2021
2530,Others,TOTAL,86175,48863242.23,2021,3,uttarakhand,Q3 2021
2531,Merchant payments,TOTAL,19850878,13515464698,2021,4,uttarakhand,Q4 2021
2532,Peer-to-peer payments,TOTAL,14819203,49969580473,2021,4,uttarakhand,Q4 2021
2533,Recharge & bill payments,TOTAL,5536262,2540546090,2021,4,uttarakhand,Q4 2021
2534,Financial Services,TOTAL,38764,51212042.38,2021,4,uttarakhand,Q4 2021
2535,Others,TOTAL,116173,71304856.18,2021,4,uttarakhand,Q4 2021
2536,Merchant payments,TOTAL,22595602,14585438346,2022,1,uttarakhand,Q1 2022
2537,Peer-to-peer payments,TOTAL,16201632,53535521439,2022,1,uttarakhand,Q1 2022
2538,Recharge & bill payments,TOTAL,5617605,2745987928,2022,1,uttarakhand,Q1 2022
2539,Financial Services,TOTAL,39033,49695999.72,2022,1,uttarakhand,Q1 2022
2540,Others,TOTAL,106900,62138787.24,2022,1,uttarakhand,Q1 2022
2541,Merchant payments,TOTAL,32087670,19479185362,2022,2,uttarakhand,Q2 2022
2542,Peer-to-peer payments,TOTAL,19677409,65563901300,2022,2,uttarakhand,Q2 2022
2543,Recharge & bill payments,TOTAL,6263098,3174160698,2022,2,uttarakhand,Q2 2022
2544,Financial Services,TOTAL,32284,37217548.79,2022,2,uttarakhand,Q2 2022
2545,Others,TOTAL,106417,58906116.08,2022,2,uttarakhand,Q2 2022
2546,Merchant payments,TOTAL,35069444,20528059274,2022,3,uttarakhand,Q3 2022
2547,Peer-to-peer payments,TOTAL,22031045,68377272373,2022,3,uttarakhand,Q3 2022
2548,Recharge & bill payments,TOTAL,6765699,3633710469,2022,3,uttarakhand,Q3 2022
2549,Financial Services,TOTAL,38061,44669245.27,2022,3,uttarakhand,Q3 2022
2550,Others,TOTAL,92270,57548577.44,2022,3,uttarakhand,Q3 2022
2551,Merchant payments,TOTAL,43185705,26026949674,2022,4,uttarakhand,Q4 2022
2552,Peer-to-peer payments,TOTAL,27043038,85220041975,2022,4,uttarakhand,Q4 2022
