,name,type,count,amount,year,quarter,state,quarter_year
1806,Merchant payments,TOTAL,25402350,17877677018,2021,3,kerala,Q3 2021
1807,Peer-to-peer payments,TOTAL,23378091,78598482306,2021,3,kerala,Q3 2021
1808,Recharge & bill payments,TOTAL,13979407,5008396079,2021,3,kerala,Q3 2021
1809,Financial Services,TOTAL,85730,101460242.3,2021,3,kerala,Q3 2021
1810,Others,TOTAL,182688,100146127.6,2021,3,kerala,Q3 2021
1811,Merchant payments,TOTAL,38574904,24589454633,2021,4,kerala,Q4 2021
1812,Peer-to-peer payments,TOTAL,29075528,92774490035,2021,4,kerala,Q4 2021
1813,Recharge & bill payments,TOTAL,13781815,5689390023,2021,4,kerala,Q4 2021
1814,Financial Services,TOTAL,108232,128238698.7,2021,4,kerala,Q4 2021
1815,Others,TOTAL,283262,160563553.8,2021,4,kerala,Q4 2021
1816,Merchant payments,TOTAL,47778743,28685388646,2022,1,kerala,Q1 2022
1817,Peer-to-peer payments,TOTAL,33089518,1.05E+11,2022,1,kerala,Q1 2022
1818,Recharge & bill payments,TOTAL,14042317,6373570716,2022,1,kerala,Q1 2022
1819,Financial Services,TOTAL,134370,158926455.9,2022,1,kerala,Q1 2022
1820,Others,TOTAL,236017,147786423.1,2022,1,kerala,Q1 2022
1821,Merchant payments,TOTAL,55730158,34395023156,2022,2,kerala,Q2 2022
1822,Peer-to-peer payments,TOTAL,35630060,1.13E+11,2022,2,kerala,Q2 2022
1823,Recharge & bill payments,TOTAL,14701207,7230489227,2022,2,kerala,Q2 2022
1824,Financial Services,TOTAL,110336,133436809.9,2022,2,kerala,Q2 2022
1825,Others,TOTAL,193561,123664236.9,2022,2,kerala,Q2 2022
1826,Merchant payments,TOTAL,64984061,37852759990,2022,3,kerala,Q3 2022
1827,Peer-to-peer payments,TOTAL,38774832,1.16E+11,2022,3,kerala,Q3 2022
1828,Recharge & bill payments,TOTAL,15289755,7709237374,2022,3,kerala,Q3 2022
1829,Financial Services,TOTAL,146673,162861560.1,2022,3,kerala,Q3 2022
1830,Others,TOTAL,167583,121557246.1,2022,3,kerala,Q3 2022
1831,Merchant payments,TOTAL,74647115,40607857086,2022,4,kerala,Q4 2022
1832,Peer-to-peer payments,TOTAL,42471676,1.25E+11,2022,4,kerala,Q4 2022
1833,Recharge & bill payments,TOTAL,15520670,8075692517,2022,4,kerala,Q4 2022
1834,Financial Services,TOTAL,164334,191307058.1,2022,4,kerala,Q4 2022
1835,Others,TOTAL,156673,120224235,2022,4,kerala,Q4 2022
1836,Peer-to-peer payments,TOTAL,4068056,11417366152,2019,1,chhattisgarh,Q1 2019
1837,Recharge & bill payments,TOTAL,2997095,679458794.5,2019,1,chhattisgarh,Q1 2019
1838,Merchant payments,TOTAL,710047,374735986.9,2019,1,chhattisgarh,Q1 2019
1839,Financial Services,TOTAL,33835,5075418.743,2019,1,chhattisgarh,Q1 2019
1840,Others,TOTAL,78636,67920032.8,2019,1,chhattisgarh,Q1 2019
1841,Peer-to-peer payments,TOTAL,4350167,15410038390,2019,2,chhattisgarh,Q2 2019
1842,Recharge & bill payments,TOTAL,3435305,855753107.5,2019,2,chhattisgarh,Q2 2019
1843,Merchant payments,TOTAL,1483870,654411637,2019,2,chhattisgarh,Q2 2019
1844,Financial Services,TOTAL,22563,4237631.554,2019,2,chhattisgarh,Q2 2019
1845,Others,TOTAL,98040,77914922.92,2019,2,chhattisgarh,Q2 2019
1846,Peer-to-peer payments,TOTAL,5021844,17584630268,2019,3,chhattisgarh,Q3 2019
1847,Recharge & bill payments,TOTAL,4335851,1069468754,2019,3,chhattisgarh,Q3 2019
1848,Merchant payments,TOTAL,2772084,1074255589,2019,3,chhattisgarh,Q3 2019
1849,Financial Services,TOTAL,16452,4542997.939,2019,3,chhattisgarh,Q3 2019
1850,Others,TOTAL,96880,70361559.29,2019,3,chhattisgarh,Q3 2019
1851,Peer-to-peer payments,TOTAL,7241974,24112075521,2019,4,chhattisgarh,Q4 2019
1852,Recharge & bill payments,TOTAL,5112337,1257371455,2019,4,chhattisgarh,Q4 2019
1853,Merchant payments,TOTAL,3852716,1720930748,2019,4,chhattisgarh,Q4 2019
1854,Financial Services,TOTAL,14974,4665759.804,2019,4,chhattisgarh,Q4 2019
1855,Others,TOTAL,83757,48745253.9,2019,4,chhattisgarh,Q4 2019
1856,Peer-to-peer payments,TOTAL,8109789,28723854869,2020,1,chhattisgarh,Q1 2020
1857,Recharge & bill payments,TOTAL,6400067,1688995018,2020,1,chhattisgarh,Q1 2020
1858,Merchant payments,TOTAL,4923214,2393811867,2020,1,chhattisgarh,Q1 2020
1859,Financial Services,TOTAL,12424,7378557.223,2020,1,chhattisgarh,Q1 2020
1860,Others,TOTAL,78497,46557359.68,2020,1,chhattisgarh,Q1 2020
1861,Recharge & bill payments,TOTAL,8366200,2504355747,2020,2,chhattisgarh,Q2 2020
1862,Peer-to-peer payments,TOTAL,7216219,27351810048,2020,2,chhattisgarh,Q2 2020
1863,Merchant payments,TOTAL,3158417,2361252112,2020,2,chhattisgarh,Q2 2020
1864,Financial Services,TOTAL,19986,17814454.61,2020,2,chhattisgarh,Q2 2020
1865,Others,TOTAL,60103,33149845.44,2020,2,chhattisgarh,Q2 2020
1866,Peer-to-peer payments,TOTAL,9734445,34661165923,2020,3,chhattisgarh,Q3 2020
1867,Recharge & bill payments,TOTAL,8705513,2790720003,2020,3,chhattisgarh,Q3 2020
1868,Merchant payments,TOTAL,5591916,3990179454,2020,3,chhattisgarh,Q3 2020
1869,Financial Services,TOTAL,34893,39141096.45,2020,3,chhattisgarh,Q3 2020
1870,Others,TOTAL,81772,45538330.63,2020,3,chhattisgarh,Q3 2020
1871,Peer-to-peer payments,TOTAL,14257312,50812302053,2020,4,chhattisgarh,Q4 2020
1872,Merchant payments,TOTAL,11677743,8238390462,2020,4,chhattisgarh,Q4 2020
1873,Recharge & bill payments,TOTAL,9423324,3033918783,2020,4,chhattisgarh,Q4 2020
1874,Financial Services,TOTAL,41308,48082346.06,2020,4,chhattisgarh,Q4 2020
1875,Others,TOTAL,129949,82280639.52,2020,4,chhattisgarh,Q4 2020
1876,Peer-to-peer payments,TOTAL,15621154,55638916992,2021,1,chhattisgarh,Q1 2021
1877,Merchant payments,TOTAL,15222763,10661449529,2021,1,chhattisgarh,Q1 2021
1878,Recharge & bill payments,TOTAL,8456094,3000977539,2021,1,chhattisgarh,Q1 2021
1879,Financial Services,TOTAL,37395,40387648.84,2021,1,chhattisgarh,Q1 2021
1880,Others,TOTAL,99031,68111552.62,2021,1,chhattisgarh,Q1 2021
1881,Peer-to-peer payments,TOTAL,18387345,62134058797,2021,2,chhattisgarh,Q2 2021
1882,Merchant payments,TOTAL,15369311,12828590762,2021,2,chhattisgarh,Q2 2021
1883,Recharge & bill payments,TOTAL,10764784,3640692364,2021,2,chhattisgarh,Q2 2021
1884,Financial Services,TOTAL,40213,39620256.36,2021,2,chhattisgarh,Q2 2021
1885,Others,TOTAL,127767,85809079.55,2021,2,chhattisgarh,Q2 2021
1886,Merchant payments,TOTAL,27552743,19905616747,2021,3,chhattisgarh,Q3 2021
1887,Peer-to-peer payments,TOTAL,25447410,80506858751,2021,3,chhattisgarh,Q3 2021
1888,Recharge & bill payments,TOTAL,11039088,4045490947,2021,3,chhattisgarh,Q3 2021
1889,Financial Services,TOTAL,38817,48855662.4,2021,3,chhattisgarh,Q3 2021
1890,Others,TOTAL,159880,99286155,2021,3,chhattisgarh,Q3 2021
1891,Merchant payments,TOTAL,40526025,29283695601,2021,4,chhattisgarh,Q4 2021
1892,Peer-to-peer payments,TOTAL,32799167,1.02E+11,2021,4,chhattisgarh,Q4 2021
1893,Recharge & bill payments,TOTAL,11115444,4724827140,2021,4,chhattisgarh,Q4 2021
1894,Financial Services,TOTAL,55237,66445873.3,2021,4,chhattisgarh,Q4 2021
1895,Others,TOTAL,221621,146144588.7,2021,4,chhattisgarh,Q4 2021
1896,Merchant payments,TOTAL,48236094,33822547183,2022,1,chhattisgarh,Q1 2022
1897,Peer-to-peer payments,TOTAL,37457039,1.18E+11,2022,1,chhattisgarh,Q1 2022
1898,Recharge & bill payments,TOTAL,11466264,5442872986,2022,1,chhattisgarh,Q1 2022
1899,Financial Services,TOTAL,52918,55991695.31,2022,1,chhattisgarh,Q1 2022
1900,Others,TOTAL,200977,131773069.8,2022,1,chhattisgarh,Q1 2022
1901,Merchant payments,TOTAL,61093916,41536371584,2022,2,chhattisgarh,Q2 2022
1902,Peer-to-peer payments,TOTAL,42532112,1.34E+11,2022,2,chhattisgarh,Q2 2022
1903,Recharge & bill payments,TOTAL,12737942,5949415520,2022,2,chhattisgarh,Q2 2022
1904,Financial Services,TOTAL,41530,46037703.16,2022,2,chhattisgarh,Q2 2022
1905,Others,TOTAL,178548,114905117.8,2022,2,chhattisgarh,Q2 2022
1906,Merchant payments,TOTAL,84355775,50874051122,2022,3,chhattisgarh,Q3 2022
1907,Peer-to-peer payments,TOTAL,57116149,1.61E+11,2022,3,chhattisgarh,Q3 2022
1908,Recharge & bill payments,TOTAL,16538894,8069941553,2022,3,chhattisgarh,Q3 2022
1909,Financial Services,TOTAL,55775,61881709.74,2022,3,chhattisgarh,Q3 2022
1910,Others,TOTAL,185994,128469268.6,2022,3,chhattisgarh,Q3 2022
1911,Merchant payments,TOTAL,97405954,60247141798,2022,4,chhattisgarh,Q4 2022
1912,Peer-to-peer payments,TOTAL,63986789,1.84E+11,2022,4,chhattisgarh,Q4 2022
1913,Recharge & bill payments,TOTAL,16324117,8376603987,2022,4,chhattisgarh,Q4 2022
1914,Financial Services,TOTAL,63695,81169069.23,2022,4,chhattisgarh,Q4 2022
1915,Others,TOTAL,179891,141385263.4,2022,4,chhattisgarh,Q4 2022
1916,Peer-to-peer payments,TOTAL,296993,679165332.8,2019,1,tripura,Q1 2019
1917,Recharge & bill payments,TOTAL,227997,44429378.42,2019,1,tripura,Q1 2019
1918,Merchant payments,TOTAL,46642,28109966.32,2019,1,tripura,Q1 2019
1919,Financial Services,TOTAL,4189,461473.5886,2019,1,tripura,Q1 2019
1920,Others,TOTAL,5105,4728790.472,2019,1,tripura,Q1 2019
1921,Peer-to-peer payments,TOTAL,240776,751113516.2,2019,2,tripura,Q2 2019
1922,Recharge & bill payments,TOTAL,218649,48989430.61,2019,2,tripura,Q2 2019
1923,Merchant payments,TOTAL,64829,35275706.83,2019,2,tripura,Q2 2019
1924,Financial Services,TOTAL,1899,339184.3345,2019,2,tripura,Q2 2019
1925,Others,TOTAL,6405,6103644.851,2019,2,tripura,Q2 2019
1926,Recharge & bill payments,TOTAL,339539,81845425.35,2019,3,tripura,Q3 2019
1927,Peer-to-peer payments,TOTAL,270163,884623553.9,2019,3,tripura,Q3 2019
1928,Merchant payments,TOTAL,68399,44802063.64,2019,3,tripura,Q3 2019
1929,Financial Services,TOTAL,27970,582020.9903,2019,3,tripura,Q3 2019
1930,Others,TOTAL,5646,5524358.927,2019,3,tripura,Q3 2019
1931,Recharge & bill payments,TOTAL,373779,88001651.29,2019,4,tripura,Q4 2019
1932,Peer-to-peer payments,TOTAL,359076,1071507586,2019,4,tripura,Q4 2019
1933,Merchant payments,TOTAL,62458,51274033.72,2019,4,tripura,Q4 2019
1934,Financial Services,TOTAL,2239,377097.6671,2019,4,tripura,Q4 2019
1935,Others,TOTAL,4272,4239791.585,2019,4,tripura,Q4 2019
1936,Recharge & bill payments,TOTAL,449584,114355218,2020,1,tripura,Q1 2020
1937,Peer-to-peer payments,TOTAL,366218,1400694934,2020,1,tripura,Q1 2020
1938,Merchant payments,TOTAL,102861,68590603.64,2020,1,tripura,Q1 2020
1939,Financial Services,TOTAL,1722,1066651.522,2020,1,tripura,Q1 2020
1940,Others,TOTAL,4117,4071399.624,2020,1,tripura,Q1 2020
1941,Recharge & bill payments,TOTAL,600206,163220166.8,2020,2,tripura,Q2 2020
1942,Peer-to-peer payments,TOTAL,346863,1501452756,2020,2,tripura,Q2 2020
1943,Merchant payments,TOTAL,97816,99795973.61,2020,2,tripura,Q2 2020
1944,Financial Services,TOTAL,2904,2247782.522,2020,2,tripura,Q2 2020
1945,Others,TOTAL,4731,2459205.001,2020,2,tripura,Q2 2020
1946,Recharge & bill payments,TOTAL,627363,185201997.3,2020,3,tripura,Q3 2020
1947,Peer-to-peer payments,TOTAL,477769,1959371083,2020,3,tripura,Q3 2020
1948,Merchant payments,TOTAL,202106,190218136.3,2020,3,tripura,Q3 2020
1949,Financial Services,TOTAL,3828,3141391.576,2020,3,tripura,Q3 2020
1950,Others,TOTAL,6819,3886908.163,2020,3,tripura,Q3 2020
1951,Peer-to-peer payments,TOTAL,650386,2683789890,2020,4,tripura,Q4 2020
1952,Recharge & bill payments,TOTAL,631611,192385823.4,2020,4,tripura,Q4 2020
1953,Merchant payments,TOTAL,357567,296872485.4,2020,4,tripura,Q4 2020
1954,Financial Services,TOTAL,4084,3666639.309,2020,4,tripura,Q4 2020
1955,Others,TOTAL,8242,5416158.233,2020,4,tripura,Q4 2020
1956,Peer-to-peer payments,TOTAL,643366,2821226151,2021,1,tripura,Q1 2021
1957,Recharge & bill payments,TOTAL,508718,173211140.9,2021,1,tripura,Q1 2021
1958,Merchant payments,TOTAL,350366,333743281.3,2021,1,tripura,Q1 2021
1959,Financial Services,TOTAL,3146,2879929.223,2021,1,tripura,Q1 2021
1960,Others,TOTAL,5827,4281067.764,2021,1,tripura,Q1 2021
1961,Peer-to-peer payments,TOTAL,703728,2865655130,2021,2,tripura,Q2 2021
1962,Recharge & bill payments,TOTAL,589839,189808502.9,2021,2,tripura,Q2 2021
1963,Merchant payments,TOTAL,440060,404915546.5,2021,2,tripura,Q2 2021
1964,Financial Services,TOTAL,3656,3503925.338,2021,2,tripura,Q2 2021
1965,Others,TOTAL,7146,4271255.844,2021,2,tripura,Q2 2021
1966,Peer-to-peer payments,TOTAL,864329,3491901741,2021,3,tripura,Q3 2021
1967,Recharge & bill payments,TOTAL,620991,215226019.6,2021,3,tripura,Q3 2021
1968,Merchant payments,TOTAL,584079,648504775.6,2021,3,tripura,Q3 2021
1969,Financial Services,TOTAL,2886,3473153.088,2021,3,tripura,Q3 2021
1970,Others,TOTAL,8915,5028078.735,2021,3,tripura,Q3 2021
1971,Peer-to-peer payments,TOTAL,1060915,4368786747,2021,4,tripura,Q4 2021
1972,Merchant payments,TOTAL,793636,874005407.7,2021,4,tripura,Q4 2021
1973,Recharge & bill payments,TOTAL,650251,241225282.1,2021,4,tripura,Q4 2021
1974,Financial Services,TOTAL,3635,5073898.608,2021,4,tripura,Q4 2021
1975,Others,TOTAL,12256,7838128.8,2021,4,tripura,Q4 2021
1976,Peer-to-peer payments,TOTAL,1221863,4934712034,2022,1,tripura,Q1 2022
1977,Merchant payments,TOTAL,992891,1037265263,2022,1,tripura,Q1 2022
1978,Recharge & bill payments,TOTAL,641170,262348231,2022,1,tripura,Q1 2022
1979,Financial Services,TOTAL,4351,5782533.242,2022,1,tripura,Q1 2022
1980,Others,TOTAL,10915,7221703.09,2022,1,tripura,Q1 2022
1981,Peer-to-peer payments,TOTAL,1443647,5354182194,2022,2,tripura,Q2 2022
1982,Merchant payments,TOTAL,1322009,1235804020,2022,2,tripura,Q2 2022
1983,Recharge & bill payments,TOTAL,638643,278018856.2,2022,2,tripura,Q2 2022
1984,Financial Services,TOTAL,3812,4533635.769,2022,2,tripura,Q2 2022
1985,Others,TOTAL,10553,5732336.736,2022,2,tripura,Q2 2022
1986,Peer-to-peer payments,TOTAL,1836678,6718925839,2022,3,tripura,Q3 2022
1987,Merchant payments,TOTAL,1660497,1589078400,2022,3,tripura,Q3 2022
1988,Recharge & bill payments,TOTAL,745382,329401812.4,2022,3,tripura,Q3 2022
1989,Financial Services,TOTAL,4343,5330626.12,2022,3,tripura,Q3 2022
1990,Others,TOTAL,9679,5616127.068,2022,3,tripura,Q3 2022
1991,Peer-to-peer payments,TOTAL,2252390,8142233538,2022,4,tripura,Q4 2022
1992,Merchant payments,TOTAL,2054988,1925282619,2022,4,tripura,Q4 2022
1993,Recharge & bill payments,TOTAL,874800,373875271.2,2022,4,tripura,Q4 2022
1994,Financial Services,TOTAL,5787,5028488.555,2022,4,tripura,Q4 2022
1995,Others,TOTAL,10225,6551901.176,2022,4,tripura,Q4 2022
1996,Peer-to-peer payments,TOTAL,35126,204183867.4,2019,1,mizoram,Q1 2019
1997,Recharge & bill payments,TOTAL,30327,6760113.704,2019,1,mizoram,Q1 2019
1998,Merchant payments,TOTAL,3984,6470456.032,2019,1,mizoram,Q1 2019
1999,Financial Services,TOTAL,133,33512.39607,2019,1,mizoram,Q1 2019
2000,Others,TOTAL,736,712945.8536,2019,1,mizoram,Q1 2019
2001,Peer-to-peer payments,TOTAL,37364,233471780,2019,2,mizoram,Q2 2019
2002,Recharge & bill payments,TOTAL,31903,7823562.398,2019,2,mizoram,Q2 2019
2003,Merchant payments,TOTAL,5646,5889316.861,2019,2,mizoram,Q2 2019
2004,Financial Services,TOTAL,80,14455.38099,2019,2,mizoram,Q2 2019
2005,Others,TOTAL,678,817593.4915,2019,2,mizoram,Q2 2019
2006,Recharge & bill payments,TOTAL,49073,12966806.7,2019,3,mizoram,Q3 2019
2007,Peer-to-peer payments,TOTAL,42645,257538220.2,2019,3,mizoram,Q3 2019
2008,Merchant payments,TOTAL,5560,7397529.021,2019,3,mizoram,Q3 2019
2009,Financial Services,TOTAL,94,72985.31151,2019,3,mizoram,Q3 2019
2010,Others,TOTAL,722,818358.6945,2019,3,mizoram,Q3 2019
2011,Recharge & bill payments,TOTAL,60511,16857122.31,2019,4,mizoram,Q4 2019
2012,Peer-to-peer payments,TOTAL,57109,341664291.5,2019,4,mizoram,Q4 2019
2013,Merchant payments,TOTAL,6939,9451111.139,2019,4,mizoram,Q4 2019
2014,Financial Services,TOTAL,100,20966.33331,2019,4,mizoram,Q4 2019
2015,Others,TOTAL,580,695859.3608,2019,4,mizoram,Q4 2019
2016,Recharge & bill payments,TOTAL,85067,24356294.59,2020,1,mizoram,Q1 2020
2017,Peer-to-peer payments,TOTAL,57916,356260523.2,2020,1,mizoram,Q1 2020
2018,Merchant payments,TOTAL,9961,10404414.59,2020,1,mizoram,Q1 2020
2019,Financial Services,TOTAL,119,283854.3188,2020,1,mizoram,Q1 2020
2020,Others,TOTAL,546,772492.6204,2020,1,mizoram,Q1 2020
2021,Recharge & bill payments,TOTAL,127592,37504550.78,2020,2,mizoram,Q2 2020
2022,Peer-to-peer payments,TOTAL,60021,404110075.1,2020,2,mizoram,Q2 2020
2023,Merchant payments,TOTAL,10056,14627463.66,2020,2,mizoram,Q2 2020
2024,Financial Services,TOTAL,244,434960.2799,2020,2,mizoram,Q2 2020
2025,Others,TOTAL,549,516383.6344,2020,2,mizoram,Q2 2020
2026,Recharge & bill payments,TOTAL,132664,40941077.03,2020,3,mizoram,Q3 2020
2027,Peer-to-peer payments,TOTAL,99644,634560147.4,2020,3,mizoram,Q3 2020
2028,Merchant payments,TOTAL,20934,30693648.24,2020,3,mizoram,Q3 2020
2029,Financial Services,TOTAL,535,824864.5131,2020,3,mizoram,Q3 2020
2030,Others,TOTAL,926,924438.3715,2020,3,mizoram,Q3 2020
2031,Peer-to-peer payments,TOTAL,141038,887252744.1,2020,4,mizoram,Q4 2020
2032,Recharge & bill payments,TOTAL,140297,45386403.17,2020,4,mizoram,Q4 2020
2033,Merchant payments,TOTAL,39676,52094800.57,2020,4,mizoram,Q4 2020
2034,Financial Services,TOTAL,607,855201.5881,2020,4,mizoram,Q4 2020
2035,Others,TOTAL,989,932966.3003,2020,4,mizoram,Q4 2020
2036,Peer-to-peer payments,TOTAL,156386,982955112.2,2021,1,mizoram,Q1 2021
2037,Recharge & bill payments,TOTAL,128055,45558278.22,2021,1,mizoram,Q1 2021
2038,Merchant payments,TOTAL,43511,70289687.95,2021,1,mizoram,Q1 2021
2039,Financial Services,TOTAL,648,1330632.979,2021,1,mizoram,Q1 2021
2040,Others,TOTAL,975,971875.6084,2021,1,mizoram,Q1 2021
2041,Peer-to-peer payments,TOTAL,173064,995581952.9,2021,2,mizoram,Q2 2021
2042,Recharge & bill payments,TOTAL,161763,56059844.24,2021,2,mizoram,Q2 2021
2043,Merchant payments,TOTAL,57877,69528721.4,2021,2,mizoram,Q2 2021
2044,Financial Services,TOTAL,611,710657.5066,2021,2,mizoram,Q2 2021
2045,Others,TOTAL,1025,993297.2509,2021,2,mizoram,Q2 2021
2046,Peer-to-peer payments,TOTAL,224873,1290523196,2021,3,mizoram,Q3 2021
2047,Recharge & bill payments,TOTAL,177281,67493206.62,2021,3,mizoram,Q3 2021
2048,Merchant payments,TOTAL,74553,113697005.9,2021,3,mizoram,Q3 2021
2049,Financial Services,TOTAL,522,806905.9729,2021,3,mizoram,Q3 2021
2050,Others,TOTAL,1300,1228335.458,2021,3,mizoram,Q3 2021
2051,Peer-to-peer payments,TOTAL,272209,1545255603,2021,4,mizoram,Q4 2021
2052,Recharge & bill payments,TOTAL,179405,67548806.85,2021,4,mizoram,Q4 2021
2053,Merchant payments,TOTAL,99265,154183940.7,2021,4,mizoram,Q4 2021
2054,Financial Services,TOTAL,695,2202285.708,2021,4,mizoram,Q4 2021
2055,Others,TOTAL,1755,1475104.828,2021,4,mizoram,Q4 2021
2056,Peer-to-peer payments,TOTAL,302740,1691281090,2022,1,mizoram,Q1 2022
2057,Recharge & bill payments,TOTAL,190137,76541062.34,2022,1,mizoram,Q1 2022
2058,Merchant payments,TOTAL,109669,174157725.4,2022,1,mizoram,Q1 2022
2059,Financial Services,TOTAL,731,1657575.283,2022,1,mizoram,Q1 2022
2060,Others,TOTAL,1640,1521510.587,2022,1,mizoram,Q1 2022
2061,Peer-to-peer payments,TOTAL,332102,1739114390,2022,2,mizoram,Q2 2022
2062,Recharge & bill payments,TOTAL,172281,70775723.35,2022,2,mizoram,Q2 2022
2063,Merchant payments,TOTAL,137279,191484723.8,2022,2,mizoram,Q2 2022
2064,Financial Services,TOTAL,656,801633.2115,2022,2,mizoram,Q2 2022
2065,Others,TOTAL,1659,1010096.481,2022,2,mizoram,Q2 2022
2066,Peer-to-peer payments,TOTAL,349715,1665955695,2022,3,mizoram,Q3 2022
2067,Recharge & bill payments,TOTAL,156874,68463689.8,2022,3,mizoram,Q3 2022
2068,Merchant payments,TOTAL,150320,209934220.3,2022,3,mizoram,Q3 2022
2069,Financial Services,TOTAL,802,880187.5513,2022,3,mizoram,Q3 2022
2070,Others,TOTAL,1327,1031819.444,2022,3,mizoram,Q3 2022
2071,Peer-to-peer payments,TOTAL,378295,1750113148,2022,4,mizoram,Q4 2022
2072,Merchant payments,TOTAL,164389,222455759.2,2022,4,mizoram,Q4 2022
2073,Recharge & bill payments,TOTAL,148573,63477925.04,2022,4,mizoram,Q4 2022
2074,Financial Services,TOTAL,932,949850.1989,2022,4,mizoram,Q4 2022
2075,Others,TOTAL,1585,914402.5369,2022,4,mizoram,Q4 2022
2076,Peer-to-peer payments,TOTAL,1178280,3066233588,2019,1,himachal-pradesh,Q1 2019
2077,Recharge & bill payments,TOTAL,844570,209521987,2019,1,himachal-pradesh,Q1 2019
2078,Merchant payments,TOTAL,115553,86624660.31,2019,1,himachal-pradesh,Q1 2019
2079,Financial Services,TOTAL,9585,1424229.999,2019,1,himachal-pradesh,Q1 2019
2080,Others,TOTAL,20730,17676977.72,2019,1,himachal-pradesh,Q1 2019
2081,Peer-to-peer payments,TOTAL,1141873,4428007671,2019,2,himachal-pradesh,Q2 2019
2082,Recharge & bill payments,TOTAL,1076793,279864580,2019,2,himachal-pradesh,Q2 2019
2083,Merchant payments,TOTAL,248517,141088575.9,2019,2,himachal-pradesh,Q2 2019
2084,Financial Services,TOTAL,5013,1453651.535,2019,2,himachal-pradesh,Q2 2019
2085,Others,TOTAL,30110,25469495.27,2019,2,himachal-pradesh,Q2 2019
2086,Recharge & bill payments,TOTAL,1212659,327570067,2019,3,himachal-pradesh,Q3 2019
2087,Peer-to-peer payments,TOTAL,1181680,5039276845,2019,3,himachal-pradesh,Q3 2019
2088,Merchant payments,TOTAL,312575,182746198.2,2019,3,himachal-pradesh,Q3 2019
2089,Financial Services,TOTAL,3096,1775673.971,2019,3,himachal-pradesh,Q3 2019
2090,Others,TOTAL,25170,20649996.7,2019,3,himachal-pradesh,Q3 2019
2091,Peer-to-peer payments,TOTAL,1579582,6533855301,2019,4,himachal-pradesh,Q4 2019
2092,Recharge & bill payments,TOTAL,1442940,402619115,2019,4,himachal-pradesh,Q4 2019
2093,Merchant payments,TOTAL,467309,314965060.6,2019,4,himachal-pradesh,Q4 2019
2094,Financial Services,TOTAL,4576,1769641.967,2019,4,himachal-pradesh,Q4 2019
